user_name,personality ,I-E,S-N,T-F,J-P,captions,nb_emojis
,,,,,,,
sanzale,enfp,0,0,0,0," |||No ens fa falta ningú més... |||Babyshower Adriana, que gran tarde!!! |||Relax... |||Hace falta... |||Mi Pablito... |||S...",0
,,,,,,,
schrototo,esfp,0,1,0,0," |||🍄 |||#cat |||📸 @ratonperez.jpg |||#boatsplaining #lifestylesoftherichandfamous |||Kongress |||🇪🇺 |||#GrüneGruppeBaumkreis #GrüGruBa #GGBK |||Sie werden Videoüberwacht |||#shouldercat |||Andere brauchen Ihren Sitzplatz vielleicht notwendiger. |||ɯnɐquǝuuɐ⊥ ɥO |||Interior Cartography |||#twinsies |||The Elusive Cat, Triptych |||it's dumb |||#🤖 #nofilter #toomuchfilter #madmax #humanafterall |||big fish",5
,,,,,,,
scootermain,esfj,0,1,0,1,|||Leaving work on Friday like... |||A truckload of love is put into every pizza made @aldospizzapies. Merry Christmas & Happy New Year! |||HERE’S COPPER |||Take the road less traveled |||Windy af |||#imonaboat#midwaylake#mississippiriver#arkansas#flood#floatingmobilehome |||@ratrider13 @battle901 #leafblower#firepit#washingmachinebasket |||#indian#indianmotorcycle#indianchief#38chief |||#sixteencandles#rollsroyce#corniche#farmerted |||Wtf is this thing |||#peasantunderglass,0
,,,,,,,
seand,isfp,1,1,0,0," |||Kitchen sunset...#sunset #light #shadow |||Look up...#urbanlandscape #blue |||Lovely mural by @colorsquadcollective ...#mural #streetart #urbanlandscape |||Big wheel keeps on turnin’...#wood #windmill |||They don’t know shit from shinola...#weirdphrases #shinola |||Blue sky...#sunset #urbanlandscape #sky |||Bridging the gap...#light #shadow #symmetric |||Reflection...#reflection #mirror #urbanlandscape |||Horsey...#light #shadow #sculpture |||Blocky...#green #littleboxes |||FREE BABY...#doll #free #asymmetric #unexpected |||What’s on the other side of this door?...#light #shadow #door #blue #urbanlandscape |||Lock the gates..#urbanlandscape #texture |||Lockdown...#bars #urbanlandscape #golfcart |||Fire Buddy...#urbanlandscape #googlyeyes #alley #unexpected |||Trees of the high plains...#tree #sky #light #extracrispy |||Reach for it!...#hand #streetart #graffiti #art |||Starter home for short lived birds....#birdhouse #cats #twolittlelovebirdssittinginatree #wtf #darkhumor |||Your daily dose of encouragement...#satanlovesyou #streetart #graffiti #urbanlandscape |||Step on up...#stairs #stone #pattern #urbanlandscape |||Kneel before the sun...#light #shadow #urbanlandscape #ghilliesuit #cactus |||🚃 Scenes from an urban landscape...#city #architecture #light #shadow #color #urbanlandscape #asymmetric |||What’s behind door #2?...#basement #itusedtobeadoor |||Nutella is not only delicious, but also makes for a handy window prop....#nutella #psa #crackawindow #unexpected |||Reach out and grab ya. |||Observer...#taxidermy #light #shadow |||Pipin’ Hot Pink...#art #sculpture |||Fun year. It’s fascinating to see what stands out to others. Here’s to many more!...#topnine #topnine2019 |||Leafy...#city #architecture #light #shadow #color #urbanlandscape #asymmetric |||Sign...#city #architecture #light #shadow #color #urbanlandscape #signage",1
,,,,,,,
secretlygold,isfp,1,1,0,0," |||Went on a little photo adventure today with @littlexghost to Laguna. #shotoniphone #shotonmoment #darkroomapp |||Happy #LunarNewYear !!Wishing good luck, fortune, and health to all in the Year of the Rat.#yearoftherat #procreate #watercolormaxpack #secretlygold |||Went to @eatloveca and got some vegan fried chicken for lunch today with @littlexghost. It was so delicous! We are already planning our next trip back #eatloveca #vegan #lunch #shotoniphone #shotonmoment |||It was too hot at @disneyland today. But a quick ride on the slopes was a nice break from the heat. #disneyland #insta360 #insta360onex |||Shepard’s Upside-down Pie #Disneyland #festivalofholidays2019 #vegan #shotonmoment #shotoniphone |||Finally finished my drawing for the @linea_app Stranger Things Caricature contest. Go check out their page for more cool Stranger Things art! #secretlygold #lineaapp #ipadpro #ipadproart |||In San Diego for Comic Con and got some sketches in while waiting for the rest of the party to arrive. #sketch #lineaapp #secretlygold #ipadpro #ipadproart |||Took @littlexghost to a new vegan restaurant for dinner and it was delicious #dinner #vegan |||Forgot to post while we were there. But can’t wait to go back to Batuu. #Disneyland #StarWars |||Working on a certain butterfly this week. #secretlygold #sketch #procreate #digital #art #procreate #svtfoe #starbutterfly |||Another day, another character from Star. This time Glossaryck | drawn in @procreate #secretlygold #art #digitalart #ipadpro #ipadproart #procreate #svtfoe #glossaryck |||More Star Vs the Forces of Evil art, because I still can't get enough of the show (and because I finished this a while ago and forgot to post it. 🙈)#secretlygold #art #digital #procreate #svtfoe #tomlucitor #oni #onimask |||Trying to draw more so decided to draw some characters from Star vs the Forces of Evil. Excited to see what happens in the new/final season | drawn in @linea_app #secretlygold #svtfoe #starbutterfly #tomlucitor #marcodiaz #glossaryck #art |||Vegan Orange Tempeh |||Happy New Year! New year, new m... well working on new profile pic. #sketch #art  #secretlygold |||🤷🏻‍♂️ #sketch #procreate #secretlygold #cat |||Sketches from the week. #secretlygold #sketchbook #sketch |||Doing some sketching while waiting for @littlexghost to finish her thing #sketch #sketchbook #pencil #secretlygold |||Not 100% happy with this one, but calling it done. Thanks @littlexghost for the prompts/suggestions on this one. #mermay #mermay2018 #secretlygold #procreate #art |||Exploring stuffs and drew a mermaid inspired by @nicholaskole Jelly Bots. #mermay #mermay2018 #secretlygold #procreate #art |||Another day, another mermaid. @littlexghost wanted a whale shark. So I gave it a whale shark pattern. #Mermay #mermay2018 #secretlygold #sketch #art |||A samurai boy sketch for #Mermay #mermay2018 #secretlygold #sketch #linea |||Forgot to post this over the weekend #mermay #mermay2018 #secretlygold #procreate |||Been using the Procreate Pocket beta for a little over a week and finally finished this guy. Definitely didn’t redraw Dale 3 times 🙃... but let’s call this one complete. On to the next one! #procreate #pocket #secretlygold #disney #rescuerangers #art |||Drew some world warriors with @linea_app #secretlygold #sketch #ipadproart #streetfighter |||Washington Park #tbt |||Winding down with some art #secretlygold #sketchbook #sketch |||Trying to draw more and care less. #secretlygold #sketchbook #sketch |||doodles from last night #art #secretlygold #ipadpro #sketch |||@littlexghost and I are already missing all the vegan/vegetarian foods from Portland. So we made some vegan seitan ribs tonight to fill the void. #dinner #vegan #shotoniphone",5
,,,,,,,
sed_paz,esfp,0,1,0,0," |||🍸aaa-casca 2019This geotag makes me feel really seen, not in the best way :/ |||Ward @ Crown chicken and salad |||It’s called industrial water |||Golden teacher |||Ya voy |||God said bitch you WILL b skinny deut 12:3 the forgotten gospel of fitness |||Das doner early morning super food |||How I’m living and how I will no longer be living and I didn’t know I was living like this |||May 20 Alex and I went to the beach here is an interpretation of the conversation |||Pero bes like... Feliz año Nuevo!!!! |||Everything remains raw merry Christmas! |||https://nyunews.com/2018/11/18/nyu-holodeck-virtual-reality-nhs-grant/ |||First public screening who? First public screening Paige! |||<3 she peed :/ |||Noguchi ziggurat, archaeology, ghost + Paige |||Cow pelt |||I wish I could show you all my new holographic dragon phone cover but in the meantime..I’ll just channel it xoxo 🐲 |||Secret lab plants are flourishing without light |||I'm coming home for the new year |||Happy birth day! |||Face of a woman, tears of a child!!!!! |||Good class 'holy vulva' often discussed  1. Sumerian temple offering (?) 2. Akkadian (the Moussaieff love song) 3. Gita govinda 4. Song of Songs 5. BA |||Derrida quote abt time (the rest I give to [] to whom I would like to give all) but I'm talking abt love. All my love but the rest of it! The rest of it but it's all for you! My baby fare too, and lia ofc |||Wild horses fighting in the plains |||What is forgivable risk? When I first made this series I had hoped to find a way to depict the child in art w/out the risk of sexualization. I turned to a gradient of abstraction, but even in this last form I thought I had failed in protecting the image of the child. By speaking of perversion my audience too had to consider it, an audience that you cannot know so cannot trust to think responsibly. These were my thoughts in 2015-6 when the works were being made, I wonder now if this claim was too sensitive. I'm realizing that a discussion on risk will never find an end. Anyway, I'm so happy to see that this piece has found a home on a wall somewhere. I'm happy for us. |||¿Te sientes enferma? ¿Quieres jugar otra vez? |||Highlight resting well |||Looks the same bleeds the same, not the same |||Storni :/ |||I'd like to make a record that this happened and I was/am grateful for it.",2
,,,,,,,
seidtgeist,enfp,0,0,0,0," |||FYI new profile picface in bio |||«𝚜𝚙𝚊𝚌𝚎 𝚐𝚊𝚛𝚍𝚎𝚗“ |||new hair who disThank you @berlinfriseure for being die geilsten Typen ❤️ |||The Lost Vancouver Collection⁣⁣⁣⁣⁣#vancouver #canada #nofilter #fujifilm #xe3 #latergram |||Cooked! |||Cooking. |||Kaleidisco |||Vergangenheiterkeit⁣aka War Criminals |||Accidental Baroque BBQ |||Guess who just told me they’re back tomorrow afternoon!⁣⁣⁣⁣cc @aalexili @conniehwong @mhauer |||Hair product, or working title of the A-Bomb the Americans would have dropped on ze Germans? Bye bye Fritz!⁣⁣⁣⁣⁣#mutuallyassureddestruction #no #mas #nuclear #fritz #frizz #frizzyhair #frizzyhairdontcare oh god I love the hair hashtags |||German Super Supper at the Wolf Den. Few things as nice as cooking for nice people, with nice people 😘⁣🍳 @mxlje @seidtgeist⁣⁣⁣⁣⁣#highendl #knödel #shroomsauce #obazda #roastveg |||Road to Marriage |||Riding Dörte, the lawnmower.⁣🎥 @shawnbeck104⁣⁣⁣⁣⁣#princegeorge #canada #lawnmower #ridingdirty #professional #landscaping |||YVR⁣Why are we?⁣⁣⁣⁣⁣#fuji #xe3 #skytrain #vancouver #canada #yvr #tunnelblick |||Random architecture in Vancouver, endorsed by yours truly.⁣⁣⁣⁣⁣#xe3 #vancouver #canada #architecture #architecturephotography #building |||A pattern we’ve been seeing: Expensive cars, cute small buildings, ugly tall buildings.⁣⁣⁣⁣⁣#xe3 #vancouver #canada #porsche #carrera |||❤️🦁🌁⁣⁣⁣⁣⁣#xe3 #vancouver #canada #bridge #lionsgatebridge #bridgeplease #biking |||Drinking Vancouver.⁣⁣⁣⁣⁣#xe3 #canada #vancouver #cocktails #keeferbar #aperolspritz #bloodmoon #medinacafe #bloody #sorry |||Oh Merl. |||Herr Guichard würde Sie gerne bald bei Mr Susan begrüßen. Als Bartender, versteht sich.⁣⁣⁣⁣⁣#xe3 #mrsusan #berlin #mitte #bar #cocktails |||Shawn recounting the story of Martha the Destroyer at the Baustelle. I can’t wait to come here all the time ❤️⁣⁣⁣⁣⁣#xe3 #mrsusan #berlin #mitte #bar #cocktails |||Mogged it out of the park with @roidrage today⁣⁣⁣⁣⁣#pastrami #reuben #sandwich #mogg #berlin #xe3 |||Oh hello there, whatcha doin over Jander? |||Das Angle ist gut |||The outside smoking & talking room of the House of Schnitzel.#xe3 |||SKALARChristopher Bauder and Kangding Ray#xe3 |||PSA: Southern Vittles has really tasty hot sauce! 🔥 #hotsauce #southern #bbq #berlin 🔥 |||Chomping on Chung King earlier today. Muss man pünktlich kommen Digger #geilste #chinese #spicy #noodles",10
,,,,,,,
shadr,enfp,0,0,0,0," |||What a lovely weekend away. |||Great day of art. |||Designed and printed a little Trash Panda IQ test. (Swipe to see it in use) |||After 8 months of service, this replacement dishwasher part I designed and printed, failed. No problem, thicken up the bit that split and we’re back in business! Total time: 20m (including printing) #3dprinting |||Wow. Is it almost February again already? Seems like it comes earlier every year. |||Finally. Only took me a year to solve 😎 |||MLK Day bike ride around Austin with my favorite buds. |||Three Skulls Printing. |||A minute of learning w/ @texasskateboardingclub |||#photographer |||@prettykiku loves F1! |||Jay Z! |||Bonobo #ftw |||This is a serious beer. |||#shredding |||RIP food.com mobile app (formerly Food on the Table). Many great years of my life spent building this bad boy. Scripps Networks Interactive decided to shut it down for—I'm sure—perfectly valid business reasons. Still... #neverforget #fott4eva |||The Good, the Bad and the Ugly #lulzbot #mazilla |||Biggest print in a while! #mazilla |||Can't believe my big guy is turning 10 years old!! Such an amazing little man. |||#neon #chicken |||...aaand done. #3dprinting #ftw |||Small accessory part broke in our dishwasher. Designed a replacement and printing now. Hopefully it fits 😝🍽🚿 |||Warning! |||Change |||Fire!! |||Mmmm.... Beer. #austinbeerworks #beer |||#train #austin |||Hiking with my little bud #bigbendnationalpark #hike #hyperlapse |||A drive through Big Bend at sunset #sunset #bigbendnationalpark #driving #hyperlapse |||Sunset over Big Bend #sunset #bigbendnationalpark",4
,,,,,,,
shanink,isfj,1,1,0,1," |||Something I worked on while being bored but is so true. Think I will make one each month. Can’t live without my fizz ♥️ cheaper and healthier than any “energy” drink I know of and it’s way better than drinking bored ass water, even tho I still attempt to get that in. My first post to 2020 is about my personal business and my health; the 2 things I have to hold on to. See my profile to find your healthier options and message me with any questions you may have. |||So cozy at home tonight. On a Saturday. With my friend. My buddy. My one and only who is always there for me.Just here to rub it in your face 😈 |||I have a favor to ask and a big goal to achieve this month; all the new products we came out with come in a compact box and are half off! My goal is to sell ten so even if you’re not interested, please tell a friend who might be. $294 for 16 products I guarantee you use on a daily basis already. That’s $18/product—$.60 for each fizz??! 😧I wouldn’t ask or tell you if I didn’t use them myself and love them as well.Ask me anything. I’ll be sharing a product a day over the next couple weeks with more info ♥️ |||#youbetcherass #lettering #ipadlettering #procreate #procreatelettering |||Hey! Hello 👋🏻 little 🌵 😍 |||I think I should start an interior designer portfolio... 🤔 |||Show me yours. #myfavoritemeds: Venlaxafine and Gabapentin (I hope; they’re a new kind from the last that didn’t work which was Prozac and Wellbutrin) #endthestigma #hoorayformentalhealth |||One More Light has gotten me through a lot of moments—clearly. 4/5 of those Top Songs are from Linkin Park. |||Yep. |||Flat bread 🍕 from @skinnytaste is amazing and is going to save me from the dark side 😈 |||Sometimes, food is extra yummy and better cooked at home 🤘🏻 |||Finding my #inspo |||My little tiny, 3lb buddy; throw back to the first year (7 years ago) I found love and joy when in the worst years of my life. Love you, Mr. Eddie snuggle pants! ♥️🐻♥️ |||Massive #detox haul! #tiucheckin #tiudetox #5daydetox #tiuteam #tiu #tiucommunity #tiuteam |||I bought a label maker 😈 |||Happy girl! 🐕♥️#suki #shiba #shibasofinstagram #shibainu #cute #puppy #puppylove #puppiesofinstagram #mylove #takemehome |||I just want to squeeze him!!! 🐻♥️#eddie #yochon #yorkiesofinstagram #bichonfrise #cute #puppy #puppylove #puppiesofinstagram #mylove #takemehome |||I just want to spend 24/7 with this 8lb of love and joy; he makes the days easier to get through. ❤️🐻 #eddie #yochon #yorkiesofinstagram #bichonfrise #cute #puppy #puppylove #puppiesofinstagram #mylove #takemehome |||❤️🐻 #eddie #yochon #yorkiesofinstagram #bichonfrise #cute #puppy #puppylove #puppiesofinstagram #mylove #takemehome |||Our excite being in Estes illustrated by our own very Mr. Eddie! |||Back in my Fitbit grove with a bike ride in some awesome weather. |||Took a fun, short class to get acclimated with Procreate on my new iPad and with an Apple Pencil — thanks @mollyjacques for the great tutorial; I decided to work with a photo of my favorite puppers, Mr. #eddie ❤️ @britandco #IAMCREATIVE |||Love my new sticker ❤️ @billy |||Turmeric Cauliflower Rice...first time making cauliflower rice. Pleasantly surprised! |||Numbers that mean a lot to me ❤️ |||Ever since Biaggi's got rid of their carpaccio, I've missed it so. However, our visit to #Seattle and The Butcher's Table brought it back in my life in the form of a bruschetta of sorts and I was A-OK with that! This place is an absolute must to visit! Terrible photo...it was dark in there.",28
,,,,,,,
shaunbent,enfp,0,0,0,0," |||Today I’ve spent the best 8 years of my life with this amazing, beautiful queen! We’ve been on so many adventures together and made so many friends along the way. I can’t wait for the next 8 years. I love you @iamshoobz ❤️👸🙏🇸🇪 |||Flame on. 🔥 🥩 |||Street Art. |||I missed this guy so much! He’s so beautiful. 😍 @ned_thepug #pug #mops #pugsofinstagram |||Today consisted of a walk around the local town, chilling by the pool and a medieval festival in the town. 🇮🇹❤️ |||Stopped off at Imola today to visit the Monuments to Ayrton Senna and Gilles Villeneuve. 🏎🇮🇹🇧🇷🇨🇦 |||Last day in Florence, climbed 500 steps, watched a sunset and hung out with my favourite person! 🇮🇹❤️ |||Day 2 in Florence. 🇮🇹❤️ (Warning: Contains Penis) 🍆 |||Spent the day exploring Florence with my favourite person. 🇮🇹❤️ |||⛪️ 🇪🇸 🏰 |||Spanish Castle (From Below) 🇪🇸 🏰 |||Spanish Castle. 🇪🇸 🏰 |||One World Trade Centre Observatory. #NYC #1WTC #lifeatspotify |||NYC Sunset. |||Went to Brooklyn to watch the sunset. |||Tattoo from @happysocks #rollingstones |||Happy Birthday @iamshoobz |||Spring? ☀️ |||Cold walk in the park with @ned_thepug |||Today he wanted to fight. Scary dog! #pug #mops #pugsofinstagram |||Shoobz, Snow, Spotify & Ned. (He spoilt all the S things, dick) #best9of2018 |||Sledging 🛷 ❄️🌨☃️🇸🇪 @iamshoobz @ned_thepug #snow #sledging #pug #mops |||Slow mo @ned_thepug ⛄️🌨 #pug #mops #pugsofinstagram #snow |||Hmmmm! ❄️🌨⛄️ |||After 2 years in a box, the picture wall has returned. Next step is to update with pictures from our Swedish adventures. 😍🇸🇪 |||Christmas Hund! @ned_thepug #pug #mops #xmas #pugslife |||Sick boys.😷 |||Crisp. 🌲☀️❄️ |||A little gift from @spotify! 🎂🎉🎁 #lifeatspotify |||Found a stick on the walk! @ned_thepug #pugs #mops #pugsofinstagram #pugslife",68
,,,,,,,
shawnjohnston,isfp,1,1,0,0," |||You can’t hear, but he’s snoring |||355 Burrard |||Last night sunset #beachlife🌴 |||Double falls #hikinglife |||Ocean view #beachlife🌴 |||Sea monster #beachcombing |||Morning snooze #campinglife⛺️ |||Walk on the beach #outdoorlife |||Evening sun #outdoorlife #campinglife⛺️ |||Textured rocks #outdoorlife |||Twisted trees #outdoorlife |||#outdoorlife |||#outdoorlife |||Canyon #outdoorlife |||Upper falls #outdoorlife |||Mist and sunlight |||Autumn |||Daisy Lake #whistler #explorebc #outdoorlife |||Waterfall #whistler #explorebc #outdoorlife |||Last sunset #Tofino #explorebc |||Rocks and sunlight #Tofino #explorebc #outdoorlife |||Little piece of paradise #tofino #campinglife #crystalcovervpark |||She’s not ready |||Cedars #tofino #explorebc #outdoorlife |||Rainforest #tofino #explorebc #outdoorlife |||My first try at rock balancing #Tofino #meditation #selfdiscovery |||Canopy#tofino #explorebc |||Path#tofino #explorebc |||Fogust#tofino #explorebc |||Cove#tofino #explorebc",4
,,,,,,,
shawnjporter,esfp,0,1,0,0," |||Loving the style of this rental home |||Home. Decorated for the holidays by @suzation |||Go Sabres! |||Cascade Mountain climbing today. Such views! |||Fun times at Seneca Lake! |||Nice evening for a walk |||Jellies |||Snow? Snow! #springsoonplease |||Suzy blue |||Mona likes “her” new fireplace |||Dudes on the mountain |||Queens of Soul. |||Winter weekend fun |||Hat swap |||More Letchworth good times from Sunday ..These are from my trusty #canon5d3 that I use too infrequently |||Weekend adventures with @suzation |||Caught in a surprise rain shower on the streets of #irondequoit |||I had a great time photographing #thehunchbackofnotredame presented by @starringbuffalo last weekend. But I think @hellothereimdev may have had the most fun of anyone there. |||lookin’ good |||Sir Elton John. 🚀 |||So many Krehers at the lake |||Mr Mosher and Grandma at the lake |||Lake days with @suzation |||Hiking and camping adventures! |||Stations. So weird. But cool. |||Aww, so little. #smartcar |||Yellow and blue |||Self-captioned |||Rooster Comb and Hedgehog Mountain = climbed |||A restaurant near my office is closed for good. Great signage.",1
,,,,,,,
shawnkennedy504,esfj,0,1,0,1," |||Great show @gretavanfleet ! |||Everyone be mindful this Thanksgiving! Today is an early reminder that I am so blessed to have my health, an incredible family near and far, and the opportunity/privilege to work for a great company. |||Happy Halloween and Happy 3rd Birthday Wrigley! |||This is gonna be fun...@nathanielrateliff @saengernola @nolaconcerts @blackbird_presents #Jazzfest |||HAPPY ST PATRICKS DAY! |||I’ve been waiting to see this one... |||My lunch date 2.0! (Almost 6 years later from my first “lunch date” post.) |||Boss moves. #Saints #nfl |||Who Dat! |||Happy Halloween and Happy 2nd Birthday to Wrigley! |||This beautiful creature was waiting for me and Wrigley on my back deck this morning! #NoFilter #Nature |||Happy 4th of July! This is an American meal right here... #USA |||Enjoying the Summer Solstice party! We made some tye-dye shirts and I’m enjoying the flight! |||My wife liked my new @shadyrays so much now they’re hers! Good thing I got two pairs! These are awesome. 😎👍🏻☀️ #shadyrays #beach |||Great beer, great game! #NOLA #PELICANS #URBANSOUTH |||#MoveItShakeIt |||Happy 1st Birthday to our BIG boy Wrigley! #labsofinstagram #dogsofinstagram #mandalabradorkennels |||My last post including Wrigley (and his best friends) was too long ago...he grew a little. #mandalabradorkennels #labsofinstagram #cubs |||Wow... @districtdonutbar cinnamon roll is amazing! |||It's deep today! #jazzfest |||Strawberry everything... |||The girls and Wrigley. This is my squad! 😜#squadgoals |||Say cheese...OH LOOK A BIRD!Happy belated #nationalpuppyday from Wrigley. #mandalabradorkennels #labrador |||""So when can we go back outside so I can eat stuff?""4 months old |||Getting creative in absence of actual braiding skills. Is this a thing??? #gopackgo #2in1 |||Wrigley |||#nofilter #sunset #wx #nola |||I challenge anyone to submit a cooler ""I voted"" sticker than we have in Greater New Orleans! |||Rummel Cheer Camp! #DabOnEm",5
,,,,,,,
sheevonne,esfp,0,1,0,0," |||#huathuatland |||These faces 🖤 |||Saturday shoot with @wykluc and Mocha |||Yes......📷: @kenezetan |||Sunday Quest with @pilinieee#rsaf50 |||🖤 🌕🌚 |||🤤 |||#pgowild |||#pgowild |||#pgowild |||❤️🌎🐻🖤 |||Miss this beauty |||Family selfie for l'anniversaire du maman ❤️ |||🖤 Breathtaking Grand Canyon 📷: @goofytwoshoes |||🌕🌖🌗🌘📷: @chefsommzach |||🖤 🇸🇬 🖤 |||Hold tight, you're slowly coming back to life. |||🌳🌿🍃🌋🌿🌳🍃🌞Exploring the bushy volcanic land (of the earth) |||🍓🐑 |||Applies to relationships too |||Matchy-matchy (all by myself)📷: @pilinieee |||À la @pilinieee |||🍓 |||Saying goodnight to #zoukatjiakkim with #mambojambo. Thank you for the good times 🕷 📷: @xilfon |||At the Zoo on 23 November 2016. Thank you @chefsommzach for the 📷 |||Last night at the Gallery |||With lovely Leroy. 📷: @goofytwoshoes |||Love our silly attempt at happiness with #breathtakingbhutan",39
,,,,,,,
shil_pa,isfp,1,1,0,0,|||Faces! #artist #art #sketchbook #sketch #amateur |||#art #amateur #sketchbook #sketch #watercolor |||Deep forest #art #artist #amateurartist #oiloncanvas #paintingoncanvas |||Purple moon... #art #oil #canvas #amateurart #painting #night |||#amateurart #sketch #sketchbook #art |||#amateurart |||#amateurart #sketch #sketchbook #art |||#amateurart #artist #art |||#amateurart #art |||#amateurart |||#〰 #amateurart |||#amateurart |||#🙏🏻 |||Locked down. #lock-bridge |||Because i love tea ! #teaaddict |||Dharmashala |||Sistine Chapel |||Relic @St Peters Vatican |||Venice |||Glass painting.. street artist |||How blue is the red light district |||Rialto...real living,3
,,,,,,,
